,Date,ATL,ATL_TTS,BOS,BOS_TTS,BRK,BRK_TTS,CHA,CHA_TTS,CHI,CHI_TTS,CLE,CLE_TTS,DAL,DAL_TTS,DEN,DEN_TTS,DET,DET_TTS,GSW,GSW_TTS,HOU,HOU_TTS,IND,IND_TTS,LAC,LAC_TTS,LAL,LAL_TTS,MEM,MEM_TTS,MIA,MIA_TTS,MIL,MIL_TTS,MIN,MIN_TTS,NOP,NOP_TTS,NYK,NYK_TTS,OKC,OKC_TTS,ORL,ORL_TTS,PHI,PHI_TTS,PHX,PHX_TTS,POR,POR_TTS,SAC,SAC_TTS,SAS,SAS_TTS,TOR,TOR_TTS,UTA,UTA_TTS,WAS,WAS_TTS
17494,2011-8-20,1753.0,,9269.0,,2428.0,,1834.0,,8088.0,,3115.0,,3539.0,,7201.0,,2386.0,,2214.0,,6286.0,,1527.0,,1614.0,,17260.0,,1202.0,,8653.0,,1359.0,,1552.0,,1178.0,,5189.0,,2019.0,,9672.0,,1716.0,,2997.0,,2177.0,,2217.0,,3696.0,,2862.0,,1942.0,,3376.0,
17495,2011-8-21,1975.0,,9897.0,,2919.0,,1849.0,,8499.0,,3397.0,,3653.0,,6669.0,,2347.0,,2208.0,,4705.0,,1667.0,,1740.0,,17800.0,,1199.0,,9342.0,,1368.0,,1544.0,,1161.0,,5886.0,,1990.0,,58761.0,,1800.0,,3145.0,,2164.0,,2362.0,,3633.0,,3101.0,,2187.0,,3531.0,
17496,2011-8-22,2415.0,,10833.0,,3445.0,,2401.0,,9899.0,,4081.0,,4494.0,,5125.0,,2986.0,,3505.0,,6076.0,,2220.0,,2119.0,,24302.0,,1700.0,,10101.0,,1692.0,,2003.0,,1798.0,,6601.0,,2974.0,,32665.0,,2237.0,,3860.0,,3914.0,,2683.0,,8837.0,,3431.0,,2484.0,,4697.0,
17497,2011-8-23,2424.0,,10330.0,,2552.0,,2895.0,,9549.0,,4143.0,,4156.0,,3073.0,,2986.0,,7349.0,,5764.0,,1981.0,,2223.0,,23947.0,,1545.0,,9708.0,,1613.0,,2422.0,,2146.0,,5938.0,,2507.0,,12785.0,,2096.0,,4264.0,,4470.0,,2599.0,,4553.0,,3139.0,,3543.0,,6386.0,
17498,2011-8-24,2349.0,,10495.0,,2373.0,,2713.0,,9704.0,,4463.0,,5040.0,,2392.0,,3378.0,,3851.0,,5370.0,,1992.0,,2394.0,,21160.0,,1563.0,,9487.0,,3349.0,,2185.0,,2980.0,,7605.0,,2720.0,,10930.0,,2249.0,,4663.0,,3639.0,,3004.0,,5837.0,,3115.0,,2453.0,,4225.0,
17499,2011-8-25,2198.0,,10140.0,,2239.0,,2264.0,,16725.0,,4091.0,,4125.0,,2107.0,,3172.0,,2878.0,,4686.0,,1813.0,,2092.0,,19288.0,,1565.0,,21192.0,,2207.0,,1880.0,,3009.0,,7246.0,,2947.0,,9844.0,,2422.0,,4201.0,,3808.0,,2838.0,,5068.0,,3055.0,,2326.0,,4255.0,
17500,2011-8-26,2004.0,,9151.0,,1867.0,,2574.0,,9872.0,,3900.0,,3603.0,,1976.0,,3166.0,,2864.0,,4303.0,,1738.0,,1717.0,,18317.0,,1383.0,,11232.0,,2743.0,,1660.0,,1794.0,,5155.0,,2611.0,,8966.0,,1694.0,,3766.0,,3000.0,,2703.0,,3549.0,,2776.0,,4314.0,,4129.0,
17501,2011-8-27,1816.0,,8789.0,,1655.0,,1717.0,,7859.0,,3161.0,,3358.0,,1715.0,,2508.0,,2564.0,,4306.0,,1457.0,,1532.0,,16518.0,,1230.0,,8748.0,,2310.0,,1310.0,,1260.0,,4704.0,,1827.0,,8353.0,,1530.0,,2965.0,,2350.0,,2304.0,,3015.0,,2495.0,,2381.0,,3269.0,
17502,2011-8-28,1887.0,,9208.0,,1753.0,,1604.0,,7969.0,,3355.0,,3453.0,,1826.0,,2639.0,,2510.0,,4563.0,,1459.0,,1681.0,,16836.0,,1195.0,,8828.0,,2287.0,,1554.0,,1237.0,,5188.0,,2047.0,,8979.0,,1637.0,,2999.0,,2069.0,,2379.0,,3212.0,,2935.0,,2139.0,,3283.0,
17503,2011-8-29,2308.0,,9939.0,,2177.0,,1896.0,,9591.0,,4499.0,,4052.0,,2508.0,,3605.0,,2953.0,,5295.0,,1865.0,,1899.0,,20675.0,,1516.0,,15276.0,,3089.0,,1774.0,,1648.0,,9405.0,,2535.0,,9029.0,,2023.0,,4182.0,,3803.0,,2693.0,,4089.0,,3448.0,,2516.0,,4161.0,
17504,2011-8-30,2512.0,,10789.0,,2077.0,,2223.0,,10686.0,,4016.0,,5105.0,,2504.0,,3639.0,,4862.0,,5184.0,,2402.0,,1810.0,,22826.0,,1595.0,,10620.0,,2978.0,,2487.0,,1653.0,,6673.0,,2518.0,,8433.0,,2053.0,,3497.0,,3306.0,,3000.0,,4138.0,,3105.0,,2339.0,,4375.0,
17505,2011-8-31,2261.0,,9950.0,,1960.0,,1903.0,,11447.0,,3832.0,,5205.0,,2191.0,,3175.0,,3066.0,,5450.0,,1947.0,,1801.0,,19909.0,,1580.0,,9718.0,,2427.0,,1824.0,,1928.0,,6968.0,,2601.0,,9488.0,,3006.0,,4464.0,,2775.0,,2975.0,,5956.0,,3017.0,,2454.0,,4094.0,
17506,2011-9-1,2819.0,,9679.0,,1884.0,,1824.0,,12710.0,,3983.0,,5025.0,,2052.0,,3160.0,,3068.0,,5339.0,,2026.0,,1715.0,,21247.0,,1524.0,,9092.0,,2053.0,,1549.0,,1853.0,,5894.0,,2668.0,,9081.0,,2395.0,,3914.0,,2783.0,,2756.0,,4886.0,,2970.0,,2525.0,,3967.0,
17507,2011-9-2,2065.0,,9241.0,,1771.0,,1589.0,,8816.0,,3704.0,,4384.0,,1850.0,,2915.0,,2701.0,,4475.0,,1860.0,,1753.0,,24159.0,,1351.0,,23687.0,,2302.0,,1495.0,,1396.0,,6430.0,,2537.0,,7194.0,,1989.0,,3356.0,,2955.0,,2718.0,,3375.0,,2914.0,,3229.0,,3402.0,
17508,2011-9-3,1835.0,,8220.0,,1571.0,,1352.0,,7539.0,,2663.0,,3108.0,,1606.0,,2265.0,,2510.0,,3493.0,,1374.0,,1272.0,,16652.0,,1154.0,,8967.0,,1551.0,,1289.0,,1059.0,,4605.0,,1753.0,,5443.0,,1585.0,,3028.0,,1959.0,,1997.0,,2914.0,,2476.0,,1835.0,,2548.0,
17509,2011-9-4,1889.0,,8940.0,,1990.0,,1492.0,,7784.0,,2951.0,,3431.0,,1788.0,,2124.0,,2305.0,,3835.0,,1422.0,,1327.0,,16641.0,,1189.0,,8569.0,,1733.0,,1359.0,,1225.0,,5526.0,,1870.0,,5557.0,,1826.0,,3067.0,,2012.0,,2139.0,,3092.0,,2909.0,,1925.0,,3014.0,
17510,2011-9-5,2497.0,,10346.0,,2727.0,,1704.0,,9192.0,,3469.0,,3792.0,,2077.0,,2507.0,,2427.0,,4327.0,,1598.0,,1556.0,,18703.0,,1339.0,,9280.0,,1757.0,,1495.0,,1280.0,,6119.0,,2051.0,,6073.0,,2064.0,,3248.0,,2296.0,,2562.0,,3594.0,,3185.0,,2218.0,,3329.0,
17511,2011-9-6,2469.0,,12526.0,,2716.0,,1998.0,,9766.0,,4013.0,,3931.0,,2370.0,,3148.0,,5044.0,,5779.0,,1978.0,,1891.0,,20915.0,,1693.0,,13651.0,,2412.0,,1633.0,,1920.0,,6673.0,,2533.0,,7780.0,,2689.0,,3650.0,,3236.0,,3313.0,,4265.0,,3584.0,,2461.0,,4557.0,
17512,2011-9-7,2579.0,,11163.0,,2309.0,,2086.0,,10658.0,,3766.0,,4151.0,,2541.0,,3357.0,,3751.0,,6482.0,,2006.0,,2442.0,,22024.0,,1601.0,,11335.0,,2049.0,,1789.0,,1601.0,,7850.0,,3068.0,,7712.0,,2623.0,,3466.0,,3838.0,,3389.0,,4896.0,,3410.0,,2443.0,,4900.0,
17513,2011-9-8,2272.0,,11085.0,,2223.0,,2073.0,,9525.0,,3743.0,,3834.0,,2307.0,,3252.0,,2983.0,,5176.0,,2148.0,,2149.0,,21664.0,,1618.0,,10900.0,,1989.0,,1695.0,,1439.0,,8364.0,,2929.0,,7991.0,,2688.0,,4470.0,,4220.0,,3651.0,,4141.0,,3426.0,,2393.0,,5078.0,
17514,2011-9-9,2121.0,,9764.0,,2067.0,,1732.0,,10330.0,,3317.0,,3462.0,,2110.0,,3634.0,,2464.0,,5466.0,,2119.0,,1891.0,,18289.0,,1376.0,,9504.0,,1986.0,,1475.0,,1933.0,,6453.0,,2545.0,,9235.0,,3097.0,,5742.0,,4189.0,,3096.0,,3465.0,,3083.0,,2624.0,,5479.0,
17515,2011-9-10,1941.0,,8502.0,,1802.0,,1358.0,,7688.0,,2910.0,,3068.0,,1679.0,,2200.0,,2371.0,,4165.0,,1342.0,,1297.0,,15651.0,,1157.0,,7892.0,,1634.0,,1212.0,,1205.0,,5064.0,,2015.0,,6314.0,,2471.0,,3240.0,,2072.0,,2552.0,,3169.0,,2835.0,,1918.0,,4447.0,
17516,2011-9-11,2256.0,,9870.0,,2214.0,,1568.0,,8215.0,,3077.0,,3692.0,,1907.0,,2327.0,,2431.0,,4409.0,,1499.0,,1523.0,,17023.0,,1198.0,,9765.0,,1778.0,,1360.0,,1563.0,,6276.0,,2068.0,,5794.0,,2411.0,,3286.0,,2202.0,,4304.0,,3390.0,,2979.0,,1881.0,,3271.0,
17517,2011-9-12,2732.0,,11502.0,,2586.0,,2886.0,,9756.0,,4243.0,,4881.0,,2415.0,,3144.0,,2837.0,,5526.0,,1977.0,,1924.0,,22042.0,,1691.0,,10352.0,,2051.0,,2634.0,,1592.0,,6677.0,,2710.0,,6421.0,,2911.0,,4207.0,,4066.0,,12086.0,,4147.0,,3580.0,,2521.0,,4369.0,
17518,2011-9-13,2481.0,,12266.0,,2318.0,,3609.0,,9372.0,,6227.0,,4040.0,,2370.0,,3093.0,,4269.0,,5618.0,,1920.0,,2020.0,,23508.0,,1708.0,,9710.0,,2146.0,,4565.0,,2027.0,,8552.0,,2611.0,,6441.0,,2927.0,,4706.0,,4301.0,,12386.0,,4374.0,,3349.0,,2817.0,,4292.0,
17519,2011-9-14,2420.0,,10436.0,,2197.0,,2152.0,,8736.0,,7317.0,,4245.0,,2348.0,,2825.0,,3591.0,,5207.0,,1836.0,,1900.0,,21264.0,,1872.0,,9523.0,,2323.0,,2744.0,,2218.0,,7339.0,,2453.0,,7179.0,,2949.0,,4321.0,,4128.0,,10046.0,,3996.0,,3138.0,,2225.0,,4070.0,
17520,2011-9-15,2256.0,,10507.0,,2121.0,,2047.0,,8415.0,,5914.0,,3723.0,,2155.0,,2668.0,,11249.0,,5132.0,,2465.0,,2234.0,,18703.0,,1629.0,,17437.0,,1983.0,,2041.0,,2415.0,,7552.0,,2670.0,,9202.0,,4116.0,,3616.0,,3108.0,,8542.0,,4152.0,,3515.0,,2022.0,,4711.0,
17521,2011-9-16,2084.0,,9178.0,,2007.0,,1795.0,,7850.0,,3858.0,,3493.0,,2445.0,,2930.0,,7730.0,,4861.0,,1630.0,,1672.0,,18978.0,,1388.0,,10062.0,,2424.0,,1895.0,,1663.0,,7524.0,,2228.0,,7737.0,,4344.0,,3569.0,,3223.0,,6988.0,,3715.0,,2973.0,,3412.0,,4605.0,
17522,2011-9-17,1731.0,,8028.0,,1634.0,,1502.0,,6697.0,,2729.0,,3014.0,,1809.0,,2186.0,,3729.0,,4471.0,,1718.0,,1331.0,,16467.0,,1123.0,,8036.0,,1448.0,,1424.0,,1173.0,,4838.0,,1645.0,,5802.0,,2291.0,,2718.0,,2136.0,,5109.0,,2872.0,,2472.0,,2071.0,,4340.0,
17523,2011-9-18,2201.0,,9514.0,,1865.0,,1605.0,,7854.0,,2864.0,,3504.0,,1841.0,,2190.0,,4126.0,,4158.0,,1480.0,,1348.0,,16717.0,,1329.0,,8074.0,,1540.0,,1656.0,,1308.0,,5502.0,,2108.0,,5778.0,,2414.0,,2969.0,,2131.0,,5100.0,,3290.0,,2856.0,,1919.0,,3389.0,
17524,2011-9-19,2641.0,,10272.0,,2112.0,,2060.0,,8861.0,,5348.0,,5222.0,,2116.0,,2973.0,,5683.0,,5573.0,,2084.0,,1670.0,,20338.0,,1865.0,,8855.0,,1760.0,,2251.0,,1588.0,,7720.0,,2839.0,,10003.0,,3102.0,,4015.0,,3404.0,,6961.0,,5855.0,,3483.0,,2508.0,,5230.0,
17525,2011-9-20,2560.0,,11116.0,,2294.0,,2156.0,,9250.0,,5338.0,,4341.0,,2382.0,,2725.0,,6001.0,,6195.0,,1877.0,,2081.0,,20548.0,,1675.0,,17873.0,,1691.0,,2159.0,,1855.0,,8744.0,,2834.0,,10267.0,,3109.0,,3816.0,,2913.0,,7654.0,,5044.0,,3325.0,,2900.0,,5025.0,
17526,2011-9-21,2835.0,,11944.0,,2189.0,,2012.0,,8917.0,,5229.0,,4258.0,,2360.0,,2783.0,,3806.0,,5479.0,,2923.0,,1682.0,,21975.0,,1754.0,,10006.0,,1599.0,,1940.0,,1756.0,,7858.0,,2635.0,,9133.0,,3832.0,,3284.0,,3026.0,,6703.0,,4855.0,,3220.0,,2354.0,,5395.0,
17527,2011-9-22,2656.0,,11012.0,,2217.0,,2073.0,,8787.0,,4567.0,,3952.0,,2847.0,,2718.0,,3057.0,,5492.0,,2095.0,,2127.0,,20215.0,,1609.0,,9555.0,,1547.0,,1848.0,,1699.0,,8864.0,,2636.0,,6822.0,,4572.0,,3389.0,,3292.0,,5679.0,,3728.0,,4071.0,,2314.0,,4654.0,
17528,2011-9-23,2307.0,,10544.0,,2579.0,,1872.0,,8302.0,,4342.0,,5199.0,,2434.0,,2525.0,,2887.0,,6310.0,,1756.0,,2345.0,,28245.0,,1451.0,,8830.0,,1558.0,,1602.0,,1476.0,,5750.0,,2351.0,,5700.0,,4509.0,,3382.0,,4258.0,,5048.0,,4781.0,,3293.0,,4012.0,,5363.0,
17529,2011-9-24,1713.0,,8399.0,,1865.0,,1479.0,,6857.0,,2782.0,,4043.0,,1768.0,,1864.0,,2683.0,,4603.0,,1497.0,,1257.0,,16114.0,,1182.0,,7533.0,,1215.0,,1208.0,,966.0,,4704.0,,1600.0,,4861.0,,3237.0,,2632.0,,2252.0,,3502.0,,3080.0,,2390.0,,1800.0,,3262.0,
17530,2011-9-25,1952.0,,9135.0,,1995.0,,1612.0,,7618.0,,2963.0,,3768.0,,2043.0,,2238.0,,2549.0,,4796.0,,1545.0,,1248.0,,16068.0,,1210.0,,8084.0,,1278.0,,1354.0,,1147.0,,5601.0,,1872.0,,5087.0,,3209.0,,2979.0,,2048.0,,5032.0,,3069.0,,2620.0,,1805.0,,3394.0,
17531,2011-9-26,2392.0,,12243.0,,27277.0,,2013.0,,9903.0,,5132.0,,5212.0,,3744.0,,2901.0,,3839.0,,7289.0,,2041.0,,2052.0,,28527.0,,1606.0,,9020.0,,1814.0,,1778.0,,1368.0,,7946.0,,2487.0,,6783.0,,9223.0,,6526.0,,3430.0,,7243.0,,4023.0,,3219.0,,3011.0,,5172.0,
17532,2011-9-27,2701.0,,10797.0,,17809.0,,2162.0,,12187.0,,5059.0,,4606.0,,2318.0,,3585.0,,4722.0,,7506.0,,1902.0,,2518.0,,20142.0,,1608.0,,9393.0,,1758.0,,2680.0,,1440.0,,9822.0,,2699.0,,6439.0,,6238.0,,4250.0,,3092.0,,7391.0,,3706.0,,3922.0,,3015.0,,5204.0,
17533,2011-9-28,2567.0,,10576.0,,7227.0,,2016.0,,11578.0,,4344.0,,4598.0,,2157.0,,3490.0,,3527.0,,9326.0,,1909.0,,2631.0,,18519.0,,1569.0,,9572.0,,1653.0,,4204.0,,1601.0,,8376.0,,2558.0,,6547.0,,5319.0,,4958.0,,4130.0,,5048.0,,4481.0,,3218.0,,2447.0,,5761.0,
17534,2011-9-29,3086.0,,11109.0,,4448.0,,1859.0,,9274.0,,3929.0,,4529.0,,2225.0,,3992.0,,3653.0,,10482.0,,1863.0,,3781.0,,18413.0,,1538.0,,9335.0,,1598.0,,2769.0,,2501.0,,8585.0,,2479.0,,7519.0,,5260.0,,4074.0,,3277.0,,3538.0,,4341.0,,3146.0,,2545.0,,5256.0,
17535,2011-9-30,2097.0,,9527.0,,3297.0,,1603.0,,7684.0,,4156.0,,3810.0,,1896.0,,2799.0,,2712.0,,8121.0,,1682.0,,2126.0,,16451.0,,1175.0,,9544.0,,1258.0,,1727.0,,1583.0,,5607.0,,2021.0,,5403.0,,3658.0,,3574.0,,3139.0,,2643.0,,4142.0,,2905.0,,2215.0,,5630.0,
16805,2011-10-1,1832.0,,8615.0,,2425.0,,1404.0,,6696.0,,3386.0,,3026.0,,1490.0,,2033.0,,2597.0,,7388.0,,1235.0,,1362.0,,15076.0,,1169.0,,8231.0,,1151.0,,1485.0,,1079.0,,4554.0,,2219.0,,4532.0,,3907.0,,2693.0,,2129.0,,2803.0,,2918.0,,2543.0,,1702.0,,5279.0,
16806,2011-10-2,1941.0,,9472.0,,2555.0,,1492.0,,7430.0,,3244.0,,3340.0,,1761.0,,2178.0,,2858.0,,5923.0,,1368.0,,1411.0,,15659.0,,1092.0,,8310.0,,1290.0,,1485.0,,1280.0,,6212.0,,2069.0,,4694.0,,3466.0,,2782.0,,2047.0,,2918.0,,3173.0,,2861.0,,1811.0,,4051.0,
16807,2011-10-3,2487.0,,10663.0,,2881.0,,2048.0,,8829.0,,3919.0,,5260.0,,2113.0,,3271.0,,2951.0,,8100.0,,1851.0,,4098.0,,20083.0,,1530.0,,9356.0,,1615.0,,1854.0,,1523.0,,7835.0,,2523.0,,6745.0,,4173.0,,3420.0,,3366.0,,3314.0,,4062.0,,3057.0,,2270.0,,4483.0,
16808,2011-10-4,3078.0,,10799.0,,3075.0,,2417.0,,9421.0,,3911.0,,4732.0,,2119.0,,3146.0,,3224.0,,7820.0,,1958.0,,1973.0,,24628.0,,1581.0,,9192.0,,1757.0,,1840.0,,1441.0,,7877.0,,2588.0,,7173.0,,3777.0,,3818.0,,3449.0,,3156.0,,4427.0,,3101.0,,2605.0,,4662.0,
16809,2011-10-5,2745.0,,10168.0,,2828.0,,2165.0,,8935.0,,3815.0,,4477.0,,1878.0,,3550.0,,3027.0,,8192.0,,1983.0,,2003.0,,20209.0,,1488.0,,8852.0,,1792.0,,1733.0,,1417.0,,6847.0,,2451.0,,5746.0,,3573.0,,3390.0,,3263.0,,3130.0,,5066.0,,2917.0,,2588.0,,4385.0,
16810,2011-10-6,2179.0,,9738.0,,2342.0,,1966.0,,8433.0,,4914.0,,3949.0,,1942.0,,2955.0,,2681.0,,7474.0,,1729.0,,1601.0,,17509.0,,1398.0,,8369.0,,1420.0,,1621.0,,1322.0,,7951.0,,2349.0,,5782.0,,3921.0,,3279.0,,2900.0,,2452.0,,3518.0,,2707.0,,3728.0,,4053.0,
16811,2011-10-7,1964.0,,8265.0,,1944.0,,2106.0,,6821.0,,2983.0,,3299.0,,1774.0,,2705.0,,2170.0,,6367.0,,1475.0,,1472.0,,14325.0,,1168.0,,7438.0,,1301.0,,1493.0,,1200.0,,7454.0,,2065.0,,4217.0,,4642.0,,2816.0,,2544.0,,2262.0,,3603.0,,2346.0,,2166.0,,3888.0,
16812,2011-10-8,2125.0,,7926.0,,1596.0,,1570.0,,6800.0,,2748.0,,3145.0,,1719.0,,2025.0,,2309.0,,8763.0,,1308.0,,1321.0,,13826.0,,1142.0,,8412.0,,1190.0,,1433.0,,967.0,,4923.0,,1652.0,,4396.0,,4046.0,,2432.0,,1958.0,,2054.0,,3003.0,,2361.0,,1923.0,,3612.0,
16813,2011-10-9,2258.0,,9218.0,,2721.0,,1752.0,,7999.0,,3096.0,,3593.0,,1905.0,,2349.0,,2517.0,,6145.0,,1485.0,,1451.0,,15695.0,,1153.0,,9211.0,,1505.0,,1493.0,,1198.0,,6110.0,,1980.0,,4921.0,,4231.0,,3038.0,,2142.0,,2140.0,,3162.0,,2484.0,,1935.0,,3339.0,
16814,2011-10-10,4136.0,,11413.0,,4014.0,,3272.0,,11532.0,,4081.0,,4467.0,,2488.0,,3165.0,,3209.0,,7409.0,,2355.0,,2056.0,,32662.0,,1726.0,,10228.0,,1887.0,,2258.0,,1725.0,,7996.0,,2734.0,,6522.0,,5556.0,,5581.0,,4094.0,,3492.0,,4521.0,,3107.0,,2724.0,,5193.0,
16815,2011-10-11,3085.0,,12248.0,,3638.0,,2558.0,,9965.0,,4095.0,,4584.0,,2426.0,,3128.0,,3177.0,,11216.0,,2220.0,,2629.0,,21789.0,,1672.0,,12550.0,,2221.0,,2085.0,,1704.0,,7193.0,,2832.0,,8988.0,,5267.0,,4928.0,,3580.0,,3227.0,,4395.0,,3370.0,,2565.0,,5118.0,
16816,2011-10-12,2716.0,,10467.0,,2731.0,,2313.0,,9306.0,,3544.0,,4283.0,,4173.0,,2765.0,,2848.0,,11972.0,,2383.0,,2069.0,,19406.0,,1455.0,,10107.0,,1918.0,,1670.0,,1364.0,,6492.0,,2675.0,,12892.0,,6737.0,,3607.0,,3564.0,,2743.0,,3822.0,,2927.0,,2248.0,,4690.0,
16817,2011-10-13,3776.0,,10056.0,,2624.0,,2072.0,,8913.0,,3712.0,,3604.0,,2390.0,,2775.0,,2582.0,,8937.0,,2045.0,,1872.0,,22015.0,,1366.0,,9866.0,,1742.0,,1822.0,,1303.0,,7132.0,,2779.0,,12899.0,,5046.0,,3391.0,,2868.0,,2854.0,,3933.0,,2634.0,,2063.0,,4922.0,
16818,2011-10-14,2327.0,,10927.0,,2175.0,,1666.0,,7807.0,,3075.0,,3774.0,,1953.0,,2507.0,,2648.0,,5388.0,,1986.0,,1501.0,,17706.0,,1248.0,,8686.0,,1452.0,,1349.0,,1611.0,,5112.0,,2350.0,,6207.0,,4498.0,,2848.0,,2826.0,,2412.0,,3825.0,,2472.0,,1945.0,,4408.0,
16819,2011-10-15,1645.0,,8115.0,,1845.0,,1319.0,,6680.0,,2402.0,,2736.0,,1597.0,,1849.0,,2175.0,,4091.0,,1342.0,,1160.0,,13599.0,,1035.0,,7142.0,,1212.0,,1128.0,,963.0,,4042.0,,1772.0,,5287.0,,4210.0,,2355.0,,1951.0,,2269.0,,2956.0,,2439.0,,1588.0,,3592.0,
16820,2011-10-16,1886.0,,8757.0,,2221.0,,1438.0,,7467.0,,2767.0,,3501.0,,1713.0,,2146.0,,2343.0,,4188.0,,1475.0,,1210.0,,14555.0,,1049.0,,7889.0,,1413.0,,1344.0,,1132.0,,5043.0,,1818.0,,4964.0,,3398.0,,2652.0,,1876.0,,1855.0,,2862.0,,2619.0,,1749.0,,3047.0,
16821,2011-10-17,3507.0,,9640.0,,2625.0,,1965.0,,8609.0,,3337.0,,3849.0,,2019.0,,3104.0,,2648.0,,6265.0,,1855.0,,1585.0,,16341.0,,1407.0,,9601.0,,1772.0,,1548.0,,1324.0,,6025.0,,2550.0,,7411.0,,4332.0,,3246.0,,3534.0,,2562.0,,3553.0,,2852.0,,2700.0,,4665.0,
16822,2011-10-18,2945.0,,9994.0,,2572.0,,2063.0,,8918.0,,3483.0,,3771.0,,1931.0,,3317.0,,2679.0,,5664.0,,2001.0,,1666.0,,28636.0,,1424.0,,9508.0,,1618.0,,1586.0,,2989.0,,5851.0,,2689.0,,9352.0,,15934.0,,3204.0,,3378.0,,3168.0,,4463.0,,3226.0,,2266.0,,5544.0,
16823,2011-10-19,2353.0,,9914.0,,2601.0,,2422.0,,9879.0,,3486.0,,3716.0,,1880.0,,3002.0,,2860.0,,5326.0,,2057.0,,1799.0,,30055.0,,1371.0,,9254.0,,1579.0,,1495.0,,1958.0,,6545.0,,2539.0,,10171.0,,16247.0,,3426.0,,3461.0,,2858.0,,4297.0,,3270.0,,2303.0,,5351.0,
16824,2011-10-20,2927.0,,9288.0,,2370.0,,2241.0,,8576.0,,3401.0,,3600.0,,2231.0,,3097.0,,2587.0,,5945.0,,2067.0,,1555.0,,22214.0,,1471.0,,8620.0,,1534.0,,1358.0,,1547.0,,5901.0,,2611.0,,8475.0,,9503.0,,3247.0,,3206.0,,2600.0,,3649.0,,2834.0,,2061.0,,4744.0,
16825,2011-10-21,2031.0,,9456.0,,2028.0,,1840.0,,7410.0,,2953.0,,4225.0,,1886.0,,2496.0,,2665.0,,4836.0,,2929.0,,1596.0,,22410.0,,1118.0,,7906.0,,1211.0,,1297.0,,1246.0,,6570.0,,2155.0,,7427.0,,5086.0,,2812.0,,2761.0,,2764.0,,3020.0,,2332.0,,1861.0,,4952.0,
16826,2011-10-22,1650.0,,7558.0,,1753.0,,1327.0,,6457.0,,2454.0,,3224.0,,1415.0,,1898.0,,2030.0,,3829.0,,2003.0,,1046.0,,14101.0,,858.0,,6897.0,,1026.0,,1107.0,,1587.0,,4638.0,,1628.0,,4371.0,,3906.0,,2504.0,,1929.0,,1777.0,,2560.0,,2216.0,,1590.0,,3837.0,
16827,2011-10-23,1758.0,,8389.0,,1990.0,,1504.0,,6996.0,,2575.0,,3292.0,,1630.0,,1935.0,,1965.0,,4432.0,,1736.0,,1185.0,,14479.0,,1005.0,,7540.0,,1157.0,,1225.0,,1776.0,,4710.0,,1870.0,,4612.0,,3711.0,,2635.0,,2005.0,,1816.0,,2798.0,,2466.0,,1728.0,,3206.0,
16828,2011-10-24,3521.0,,9294.0,,2311.0,,2313.0,,9713.0,,3576.0,,3652.0,,1865.0,,3223.0,,2689.0,,5991.0,,4341.0,,1533.0,,22417.0,,1324.0,,8244.0,,1483.0,,1437.0,,1714.0,,5267.0,,2338.0,,6312.0,,5488.0,,3197.0,,4056.0,,2574.0,,3666.0,,2604.0,,2194.0,,6655.0,
16829,2011-10-25,2564.0,,9642.0,,2367.0,,2396.0,,8528.0,,3237.0,,3969.0,,2603.0,,3110.0,,3074.0,,6787.0,,4644.0,,1773.0,,18783.0,,1308.0,,8496.0,,1497.0,,1449.0,,1637.0,,8408.0,,2461.0,,8034.0,,5001.0,,3325.0,,3320.0,,2426.0,,3959.0,,2642.0,,2208.0,,5041.0,
16830,2011-10-26,2312.0,,15739.0,,2230.0,,2038.0,,8864.0,,3885.0,,3819.0,,2128.0,,3055.0,,2642.0,,5518.0,,3411.0,,1623.0,,21577.0,,1377.0,,8303.0,,1656.0,,1393.0,,1727.0,,6858.0,,2412.0,,6863.0,,5158.0,,4001.0,,2714.0,,2326.0,,4061.0,,3568.0,,2207.0,,4994.0,
16831,2011-10-27,3323.0,,11254.0,,2626.0,,2242.0,,8481.0,,3883.0,,5582.0,,2217.0,,2784.0,,2864.0,,4680.0,,3304.0,,1506.0,,17910.0,,1436.0,,8611.0,,1610.0,,1582.0,,1477.0,,7720.0,,2412.0,,7431.0,,5074.0,,3388.0,,2867.0,,2151.0,,3461.0,,4334.0,,2351.0,,5118.0,
16832,2011-10-28,2543.0,,9730.0,,2301.0,,2426.0,,8458.0,,3317.0,,5233.0,,2307.0,,2790.0,,2710.0,,4862.0,,3477.0,,1827.0,,20084.0,,1349.0,,9193.0,,1764.0,,1619.0,,1333.0,,5946.0,,3021.0,,10445.0,,5955.0,,3564.0,,3157.0,,2780.0,,3292.0,,3466.0,,3667.0,,5136.0,
16833,2011-10-29,1860.0,,7742.0,,1844.0,,1583.0,,6729.0,,2598.0,,4069.0,,1404.0,,1846.0,,1958.0,,3961.0,,1958.0,,1290.0,,12989.0,,935.0,,7273.0,,1149.0,,1171.0,,1082.0,,4284.0,,1769.0,,6137.0,,5107.0,,2751.0,,1924.0,,2069.0,,2656.0,,2528.0,,1859.0,,3780.0,
