,DAY,Away,Home,Network,Date,Season,Game_id,Average Viewers (000),Away P2+ IMP,Home P2+ IMP,Away_DMA_TV_Households_Millions,Home_DMA_TV_Households_Millions,Total Viewership,Percent_Tickets_Sold,Total_All_Stars,Home_All_Star,Away_All_Star,Month,Day_of_Week,Home_Top_Jersey_Sellers,Away_Top_Jersey_Sellers,Holiday,Weekend,Weekday,Total_Top_Jersey_Sellers,Past_Playoff_Teams,Rivalry,Home_Pace_Rating,Away_Pace_Rating,Home_Elo,Away_Elo,Web_Viewing
1285,Tue,TOR,DAL,Regional,2015-11-03,2015,21500057,0,0,87,2.86,2.71,87,1,2,0,2,11,1,1,2,0,0,1,3,0,0,98.6,96.2,1529.176523,1532.6117789999998,73161
1286,Tue,MEM,SAC,Regional,2015-11-03,2015,21500058,0,18.90909091,27,0.63,1.38,45.90909091,1,1,1,0,11,1,1,0,0,0,1,1,0,0,103.7,97,1398.009269,1572.260754,44006
1287,Tue,DEN,LAL,NBA TV,2015-11-03,2015,21500059,412,15,224,1.63,5.48,651,1,1,1,0,11,1,1,0,0,0,1,1,0,0,99.1,99.8,1300.164025,1433.795442,83219
1288,Wed,BOS,IND,Regional,2015-11-04,2015,21500060,0,75,40,2.42,1.09,115,0.5438480594549959,2,1,1,11,2,1,0,0,0,1,1,0,0,100.2,102.6,1509.169315,1494.868438,49540
1289,Wed,SAS,WAS,Regional,2015-11-04,2015,21500061,0,73,43,0.94,2.48,116,0.7411082727451366,3,1,2,11,2,2,4,0,0,1,6,0,0,101.8,96.4,1527.07757,1680.234172,61719
1290,Wed,BRK,ATL,Regional,2015-11-04,2015,21500062,0,8,57,7.35,2.41,65,0.5563805618662382,2,2,0,11,2,0,0,0,0,1,0,1,0,100.8,98.5,1563.138697,1436.785174,34649
1291,Wed,NYK,CLE,ESPN,2015-11-04,2015,21500063,2296,124,199,7.35,1.5,2619,1,2,1,1,11,2,2,1,0,0,1,3,0,0,96.4,97.2,1640.089418,1310.7783869999998,114437
1292,Wed,ORL,HOU,Regional,2015-11-04,2015,21500064,0,28,67,1.52,2.45,95,0.8537801163112712,1,1,0,11,2,1,0,0,0,1,1,0,0,101.8,100.1,1584.486625,1344.029822,73823
1293,Wed,PHI,MIL,Regional,2015-11-04,2015,21500065,0,71,27,2.94,0.9,98,0.3289522893626115,0,0,0,11,2,0,0,0,0,1,0,0,0,98.1,101.7,1451.4680210000001,1282.388975,42432
1294,Wed,TOR,OKC,Regional,2015-11-04,2015,21500066,0,0,70.3,2.86,0.72,70.3,1,4,2,2,11,2,2,2,0,0,1,4,0,0,100.6,96.2,1569.928291,1540.836486,86219
1295,Wed,SAC,PHX,Regional,2015-11-04,2015,21500067,0,10,47,1.38,1.89,57,0.8274162281916366,1,0,1,11,2,0,1,0,0,1,1,0,0,101.9,103.7,1463.062417,1390.351455,40942
1296,Wed,POR,UTA,Regional,2015-11-04,2015,21500068,0,129,43.8,1.14,0.92,172.8,1,0,0,0,11,2,0,1,0,0,1,1,0,0,95.4,99.9,1537.000234,1540.6432630000002,52523
1297,Wed,LAC,GSW,ESPN,2015-11-04,2015,21500069,2850,127,254,5.48,2.49,3231,1,4,3,1,11,2,2,2,0,0,1,4,0,0,103,99.4,1753.692325,1644.252258,117844
1298,Thu,OKC,CHI,TNT,2015-11-05,2015,21500070,1630,0,0,0.72,3.46,1630,1,4,2,2,11,3,3,2,0,0,1,5,0,0,100.1,100.6,1575.744471,1569.167852,96454
1299,Thu,MIA,MIN,Regional,2015-11-05,2015,21500071,0,104,29,1.7,1.74,133,0.2186402149204381,2,0,2,11,3,1,1,0,0,1,2,0,0,99.4,97,1320.981749,1473.9077550000002,51352
1300,Thu,CHA,DAL,Regional,2015-11-05,2015,21500072,0,11.6,36,1.19,2.71,47.6,1,0,0,0,11,3,1,1,0,0,1,2,0,0,98.6,99,1525.225279,1439.62412,53242
1301,Thu,UTA,DEN,Regional,2015-11-05,2015,21500073,0,38.2,29,0.92,1.63,67.2,0.03429913860610806,0,0,0,11,3,0,0,0,0,1,0,0,0,99.8,95.4,1418.931939,1544.420252,29490
1302,Thu,MEM,POR,TNT,2015-11-05,2015,21500074,1149,0,0,0.63,1.14,1149,1,0,0,0,11,3,1,0,0,0,1,1,1,0,99.9,97,1542.447233,1554.97656,64808
1303,Fri,TOR,ORL,Regional,2015-11-06,2015,21500075,0,0,24,2.86,1.52,24,0.7593123209169055,2,0,2,11,4,0,2,0,0,1,2,0,0,100.1,96.2,1355.5692980000001,1531.638818,61259
1304,Fri,WAS,BOS,Regional,2015-11-06,2015,21500076,0,39,72,2.48,2.42,111,1,2,1,1,11,4,0,2,0,0,1,2,0,0,102.6,101.8,1516.349731,1509.786237,41244
1305,Fri,LAL,BRK,Regional,2015-11-06,2015,21500077,0,185,47,5.48,7.35,232,1,1,0,1,11,4,0,1,0,0,1,1,0,0,98.5,99.1,1427.850614,1312.0937509999999,80483
1306,Fri,PHI,CLE,Regional,2015-11-06,2015,21500078,0,59,236,2.94,1.5,295,1,1,1,0,11,4,2,0,0,0,1,2,0,0,96.4,101.7,1639.300735,1279.9174050000001,73831
1307,Fri,MIL,NYK,Regional,2015-11-06,2015,21500079,0,25,165,0.9,7.35,190,1,1,1,0,11,4,1,0,0,0,1,1,0,0,97.2,98.1,1305.373192,1453.2369390000001,51850
1308,Fri,MIA,IND,ESPN,2015-11-06,2015,21500080,1423,82,22,1.7,1.09,1527,0.8622625928984311,3,1,2,11,4,1,1,0,0,1,2,0,0,100.2,97,1513.589959,1462.322925,71399
1309,Fri,ATL,NOP,Regional,2015-11-06,2015,21500081,0,49,3.3,2.41,0.64,52.3,1,3,1,2,11,4,1,0,0,0,1,1,0,0,100.2,100.8,1501.531431,1561.8996960000002,32897
1310,Fri,DET,PHX,Regional,2015-11-06,2015,21500082,0,93,64,1.85,1.89,157,0.8472445306009415,1,0,1,11,4,0,0,0,0,1,0,0,0,101.9,98.7,1441.940243,1488.579316,35306
1311,Fri,DEN,GSW,Regional,2015-11-06,2015,21500083,0,13,246,1.63,2.49,259,1,3,3,0,11,4,2,0,0,0,1,2,0,0,103,99.8,1752.49362,1422.1698210000002,80464
1312,Fri,HOU,SAC,ESPN,2015-11-06,2015,21500084,1341,47,21,2.45,1.38,1409,0.9614251891205174,2,1,1,11,4,1,1,0,0,1,2,0,0,103.7,101.8,1386.196482,1585.539251,58805
1313,Sat,MIN,CHI,Regional,2015-11-07,2015,21500085,0,28,222,1.74,3.46,250,1,2,2,0,11,5,3,1,0,1,0,4,0,0,100.1,99.4,1556.0800140000001,1340.5432859999999,71305
1314,Sat,ORL,PHI,Regional,2015-11-07,2015,21500087,0,24,44,1.52,2.94,68,0.4961629279811098,0,0,0,11,5,0,0,0,1,0,0,0,0,101.7,100.1,1272.701899,1351.090351,34000
1315,Sat,WAS,ATL,Regional,2015-11-07,2015,21500086,0,20,22,2.48,2.41,42,1,3,2,1,11,5,0,2,0,1,0,2,1,0,100.8,101.8,1565.9447289999998,1497.6387730000001,26855
1316,Sat,NOP,DAL,Regional,2015-11-07,2015,21500088,0,3,20,0.64,2.71,23,1,1,0,1,11,5,1,1,0,1,0,2,0,0,98.6,100.2,1547.582643,1492.591298,36833
1317,Sat,BRK,MIL,Regional,2015-11-07,2015,21500089,0,13,14,7.35,0.9,27,0.6271838435646738,0,0,0,11,5,0,0,0,1,0,0,0,0,98.1,98.5,1456.303339,1419.167129,43145
1318,Sat,CHA,SAS,Regional,2015-11-07,2015,21500090,0,7,78,1.19,0.94,85,1,2,2,0,11,5,4,1,0,1,0,5,0,0,96.4,99,1692.345487,1431.710102,51124
1319,Sat,MEM,UTA,NBA TV,2015-11-07,2015,21500091,135,5.9,17.5,0.63,0.92,158.4,0.9542966199588168,0,0,0,11,5,0,0,0,1,0,0,0,0,95.4,97,1554.398951,1544.37338,18061
1320,Sat,GSW,SAC,Regional,2015-11-07,2015,21500092,0,213,56,2.49,1.38,269,1,4,1,3,11,5,1,2,0,1,0,3,0,0,103.7,103,1383.518225,1754.123648,115727
1321,Sat,HOU,LAC,Regional,2015-11-07,2015,21500093,0,61,110,2.45,5.48,171,1,2,1,1,11,5,2,1,0,1,0,3,1,0,99.4,101.8,1637.6643080000001,1590.032552,52286
1322,Sun,IND,CLE,Regional,2015-11-08,2015,21500094,0,11,183,1.09,1.5,194,1,2,1,1,11,6,2,1,0,1,0,3,0,0,96.4,100.2,1641.524515,1508.9793240000001,78577
1323,Sun,LAL,NYK,Regional,2015-11-08,2015,21500095,0,141,131,5.48,7.35,272,1,2,1,1,11,6,1,1,0,1,0,2,0,0,97.2,99.1,1311.119125,1293.908403,110784
1324,Sun,TOR,MIA,Regional,2015-11-08,2015,21500096,0,0,129,2.86,1.7,129,1,4,2,2,11,6,1,2,0,1,0,3,0,0,97,96.2,1486.250056,1513.211444,59243
1325,Sun,PHX,OKC,Regional,2015-11-08,2015,21500097,0,47,50.54545455,1.89,0.72,97.54545455,1,2,2,0,11,6,2,0,0,1,0,2,0,0,100.6,101.9,1578.817323,1437.243461,29373
1326,Sun,DET,POR,Regional,2015-11-08,2015,21500098,0,33,66,1.85,1.14,99,1,1,0,1,11,6,1,0,0,1,0,1,0,0,99.9,98.7,1510.650067,1505.255867,47844
1327,Mon,ORL,IND,Regional,2015-11-09,2015,21500099,0,23,24,1.52,1.09,47,0.4427745664739885,1,1,0,11,0,1,0,0,0,1,1,0,0,100.2,100.1,1514.6202449999998,1336.153958,41283
1328,Mon,CHI,PHI,NBA TV,2015-11-09,2015,21500100,256,129,38,3.46,2.94,423,0.36550570641479735,2,0,2,11,0,0,3,0,0,1,3,0,0,101.7,100.1,1266.095031,1572.8649480000001,74766
1329,Mon,MIN,ATL,Regional,2015-11-09,2015,21500101,0,56,41,1.74,2.41,97,0.3316340666038677,2,2,0,11,0,0,1,0,0,1,1,0,0,100.8,99.4,1542.613312,1359.97009,50521
1330,Mon,POR,DEN,Regional,2015-11-09,2015,21500102,0,53,19,1.14,1.63,72,-0.04432263116679718,0,0,0,11,0,0,1,0,0,1,1,0,0,99.8,99.9,1435.1227099999999,1517.764125,50205
1331,Mon,SAS,SAC,Regional,2015-11-09,2015,21500103,0,67,26,0.94,1.38,93,1,3,1,2,11,0,1,4,0,0,1,5,0,0,103.7,96.4,1378.125966,1691.0115079999998,66379
1332,Mon,DET,GSW,Regional,2015-11-09,2015,21500104,0,58,240,1.85,2.49,298,1,4,3,1,11,0,2,0,0,0,1,2,0,0,103,98.7,1756.402243,1499.0300630000002,110664
1333,Mon,MEM,LAC,Regional,2015-11-09,2015,21500105,0,14.58333333,142,0.63,5.48,156.58333333,1,1,1,0,11,0,2,0,0,0,1,2,0,0,99.4,97,1640.7516560000001,1540.521122,28260
1334,Tue,UTA,CLE,Regional,2015-11-10,2015,21500106,0,37.16666667,269,0.92,1.5,306.16666667,1,1,1,0,11,1,2,0,0,0,1,2,0,0,96.4,95.4,1642.040567,1539.382175,83078
1335,Tue,OKC,WAS,NBA TV,2015-11-10,2015,21500107,329,45.2,55,0.72,2.48,429.2,1,3,1,2,11,1,2,2,0,0,1,4,0,0,101.8,100.6,1483.503059,1592.2908699999998,37896
1336,Tue,LAL,MIA,Regional,2015-11-10,2015,21500108,0,130,172,5.48,1.7,302,1,3,2,1,11,1,1,1,0,0,1,2,0,0,97,99.1,1472.993698,1292.346591,123455
1337,Tue,NYK,TOR,Regional,2015-11-10,2015,21500109,0,224,0,7.35,2.86,224,1,3,2,1,11,1,2,1,0,0,1,3,0,0,96.2,97.2,1507.281411,1319.902302,78794
1338,Tue,BOS,MIL,Regional,2015-11-10,2015,21500110,0,96,24,2.42,0.9,120,0.2632366298017845,1,0,1,11,1,0,0,0,0,1,0,0,0,98.1,102.6,1436.9625,1511.181168,57218
1339,Tue,CHA,MIN,Regional,2015-11-10,2015,21500111,0,15,44,1.19,1.74,59,0.5211820624095888,0,0,0,11,1,1,1,0,0,1,2,0,0,99.4,99,1352.389441,1439.041377,57071
1340,Tue,DAL,NOP,Regional,2015-11-10,2015,21500112,0,30,8.454545455,2.71,0.64,38.454545455,1,1,1,0,11,1,1,1,0,0,1,2,0,0,100.2,98.6,1516.138612,1532.886452,49240
1341,Wed,NYK,CHA,Regional,2015-11-11,2015,21500113,0,193,23.6,7.35,1.19,216.6,0.7448236095822194,1,0,1,11,2,1,1,1,0,1,2,0,0,99,97.2,1441.6878960000001,1307.633315,76291
1342,Wed,LAL,ORL,Regional,2015-11-11,2015,21500114,0,114,36,5.48,1.52,150,1,1,0,1,11,2,0,1,1,0,1,1,0,0,100.1,99.1,1347.818775,1295.785331,90150
1343,Wed,TOR,PHI,Regional,2015-11-11,2015,21500115,0,0,39,2.86,2.94,39,0.2538370720188902,2,0,2,11,2,0,2,1,0,1,2,0,0,101.7,96.2,1259.766133,1511.987442,49387
1344,Wed,IND,BOS,Regional,2015-11-11,2015,21500116,0,38,102,1.09,2.42,140,0.919995704467354,2,1,1,11,2,0,1,1,0,1,1,0,0,102.6,100.2,1489.782543,1525.0326890000001,55743
1345,Wed,NOP,ATL,Regional,2015-11-11,2015,21500117,0,3.5,40,0.64,2.41,43.5,0.7284867290962487,3,2,1,11,2,0,1,1,0,1,1,0,0,100.8,100.2,1562.301715,1493.503913,31783
1346,Wed,LAC,DAL,ESPN,2015-11-11,2015,21500118,1733,90,53,5.48,2.71,1876,1,1,0,1,11,2,1,2,1,0,1,3,0,0,98.6,99.4,1546.353494,1625.286294,60955
1347,Wed,BRK,HOU,Regional,2015-11-11,2015,21500119,0,34,75,7.35,2.45,109,1,1,1,0,11,2,1,0,1,0,1,1,0,0,101.8,98.5,1571.418549,1434.177229,52272
1348,Wed,GSW,MEM,Regional,2015-11-11,2015,21500120,0,192,18.1,2.49,0.63,210.1,1,3,0,3,11,2,0,2,1,0,1,2,1,0,97,103,1533.482759,1757.9724170000002,113054
1349,Wed,MIL,DEN,Regional,2015-11-11,2015,21500121,0,8,36,0.9,1.63,44,-0.01821978595666928,0,0,0,11,2,0,0,1,0,1,0,0,0,99.8,98.1,1430.946626,1432.8381689999999,32301
1350,Wed,DET,SAC,Regional,2015-11-11,2015,21500122,0,38,29,1.85,1.38,67,1,2,1,1,11,2,1,0,1,0,1,1,0,0,103.7,98.7,1396.535604,1487.261728,40779
1351,Wed,SAS,POR,ESPN,2015-11-11,2015,21500123,1716,48,148,0.94,1.14,1912,1,2,0,2,11,2,1,4,1,0,1,5,0,0,99.9,96.4,1511.102446,1696.5194390000001,83477
1352,Thu,UTA,MIA,Regional,2015-11-12,2015,21500124,0,35.5,122,0.92,1.7,157.5,1,2,2,0,11,3,1,0,0,0,1,1,0,0,97,95.4,1477.672859,1534.8195210000001,51460
1353,Thu,GSW,MIN,TNT,2015-11-12,2015,21500125,1451,161,0,2.49,1.74,1612,0.6666666666666666,3,0,3,11,3,1,2,0,0,1,3,0,0,99.4,103,1356.9458769999999,1754.256524,153563
1354,Thu,LAC,PHX,TNT,2015-11-12,2015,21500126,1078,66,0,5.48,1.89,1144,0.9057324840764333,1,0,1,11,3,0,2,0,0,1,2,0,0,101.9,99.4,1469.853545,1608.750792,46277
1355,Fri,MIN,IND,Regional,2015-11-13,2015,21500127,0,26,44,1.74,1.09,70,0.8493806771263419,1,1,0,11,4,1,1,0,0,1,2,0,0,100.2,99.4,1527.900594,1352.921777,35725
1356,Fri,UTA,ORL,Regional,2015-11-13,2015,21500128,0,11.7,38,0.92,1.52,49.7,0.7732144752202059,0,0,0,11,4,0,0,0,0,1,0,0,0,100.1,95.4,1363.424382,1522.1895279999999,47651
1357,Fri,ATL,BOS,Regional,2015-11-13,2015,21500129,0,49,60,2.41,2.42,109,0.8404209621993127,3,1,2,11,4,0,0,0,0,1,0,0,0,102.6,100.8,1513.3680060000002,1541.865483,41145
1358,Fri,CLE,NYK,NBA TV,2015-11-13,2015,21500130,532,257,290,1.5,7.35,1079,1,2,1,1,11,4,1,2,0,0,1,3,0,0,97.2,96.4,1308.621325,1639.625324,108346
1359,Fri,NOP,TOR,Regional,2015-11-13,2015,21500131,0,6.3,0,0.64,2.86,6.3,1,3,2,1,11,4,2,1,0,0,1,3,0,0,96.2,100.2,1525.659334,1478.311458,44736
1360,Fri,CHA,CHI,Regional,2015-11-13,2015,21500132,0,16,214,1.19,3.46,230,1,2,2,0,11,4,3,1,0,0,1,4,0,0,100.1,99,1572.234802,1436.591897,66335
1361,Fri,POR,MEM,Regional,2015-11-13,2015,21500133,0,53,10.9,1.14,0.63,63.9,0.8675423588498261,0,0,0,11,4,0,1,0,0,1,1,1,0,97,99.9,1537.01494,1513.8558070000001,41699
1362,Fri,PHI,OKC,Regional,2015-11-13,2015,21500134,0,49,50.2,2.94,0.72,99.2,1,2,2,0,11,4,2,0,0,0,1,2,0,0,100.6,101.7,1581.940889,1260.553853,32529
1363,Fri,LAL,DAL,Regional,2015-11-13,2015,21500135,0,97,63,5.48,2.71,160,1,1,0,1,11,4,1,1,0,0,1,2,0,0,98.6,99.1,1535.86322,1295.532646,74917
1364,Fri,HOU,DEN,Regional,2015-11-13,2015,21500136,0,52,31,2.45,1.63,83,0.6823805794831637,1,0,1,11,4,0,1,0,0,1,1,0,0,99.8,101.8,1441.519026,1569.914242,43203
1365,Fri,BRK,SAC,NBA TV,2015-11-13,2015,21500137,398,60,53,7.35,1.38,511,0.9785182190910666,1,1,0,11,4,1,0,0,0,1,1,0,0,103.7,98.5,1388.839615,1428.861232,31185
1366,Sat,DET,LAC,Regional,2015-11-14,2015,21500138,0,27,47,1.85,5.48,74,1,2,1,1,11,5,2,0,0,1,0,2,0,0,99.4,98.7,1628.965675,1482.338049,34378
1367,Sat,ORL,WAS,Regional,2015-11-14,2015,21500139,0,27,39,1.52,2.48,66,0.7990764393790528,1,1,0,11,5,2,0,0,1,0,2,0,0,101.8,100.1,1488.647674,1340.959611,31139
1368,Sat,DAL,HOU,Regional,2015-11-14,2015,21500140,0,37,29,2.71,2.45,66,1,1,1,0,11,5,1,1,0,1,0,2,1,1,101.8,98.6,1558.314199,1546.1510449999998,55927
1369,Sat,CLE,MIL,Regional,2015-11-14,2015,21500141,0,241,28,1.5,0.9,269,1,1,0,1,11,5,0,2,0,1,0,2,0,0,98.1,96.4,1442.1791970000002,1630.655769,73317
1370,Sat,PHI,SAS,Regional,2015-11-14,2015,21500142,0,22,67,2.94,0.94,89,1,2,2,0,11,5,4,0,0,1,0,4,0,0,96.4,101.7,1697.5778059999998,1263.795863,49864
1371,Sat,DEN,PHX,NBA TV,2015-11-14,2015,21500143,145,8.6,33,1.63,1.89,186.6,0.8523400720022154,0,0,0,11,5,0,0,0,1,0,0,0,0,101.9,99.8,1484.518839,1410.149569,20532
1372,Sat,BRK,GSW,Regional,2015-11-14,2015,21500144,0,65,262,7.35,2.49,327,1,3,3,0,11,5,2,0,0,1,0,2,0,0,103,98.5,1754.3705719999998,1430.81627,81373
1373,Sun,MEM,MIN,Regional,2015-11-15,2015,21500146,0,10.2,15,0.63,1.74,25.2,0.2488117379623889,0,0,0,11,6,1,0,0,1,0,1,0,0,99.4,97,1351.8663210000002,1541.170494,23689
1374,Sun,POR,CHA,Regional,2015-11-15,2015,21500147,0,45,8,1.14,1.19,53,0.6058080410966085,0,0,0,11,6,1,1,0,1,0,2,0,0,99,99.9,1450.686013,1504.3300960000001,31608
1375,Sun,UTA,ATL,Regional,2015-11-15,2015,21500148,0,17.6,17,0.92,2.41,34.6,0.5998226852108384,2,2,0,11,6,0,0,0,1,0,0,0,0,100.8,95.4,1551.461518,1526.738431,22553
1376,Sun,BOS,OKC,Regional,2015-11-15,2015,21500149,0,36,54.9,2.42,0.72,90.9,1,3,2,1,11,6,2,0,0,1,0,2,0,0,100.6,102.6,1567.76577,1530.388472,42045
1377,Sun,TOR,SAC,Regional,2015-11-15,2015,21500150,0,0,37,2.86,1.38,37,0.9640815383726974,3,1,2,11,6,1,2,0,1,0,3,0,0,103.7,96.2,1399.791866,1516.078381,48307
1378,Sun,DET,LAL,Regional,2015-11-15,2015,21500151,0,30,183,1.85,5.48,213,1,2,1,1,11,6,1,0,0,1,0,1,0,0,99.1,98.7,1314.179758,1467.241907,61004
1379,Sun,NOP,NYK,Regional,2015-11-15,2015,21500145,0,3,114,0.64,7.35,117,1,2,1,1,11,6,1,1,0,1,0,2,0,0,97.2,100.2,1323.105957,1481.742465,42196
1380,Mon,DAL,PHI,Regional,2015-11-16,2015,21500152,0,44,37,2.71,2.94,81,0.13685556867375048,0,0,0,11,0,0,1,0,0,1,1,0,0,101.7,98.6,1262.933463,1535.14427,44488
1381,Mon,IND,CHI,Regional,2015-11-16,2015,21500153,0,41,137,1.09,3.46,178,1,3,2,1,11,0,3,1,0,0,1,4,0,0,100.1,100.2,1571.57058,1524.207708,76915
1382,Mon,BOS,HOU,Regional,2015-11-16,2015,21500154,0,82,23,2.42,2.45,105,0.8836887288839657,2,1,1,11,0,1,0,0,0,1,1,0,0,101.8,102.6,1544.095726,1529.827026,87666
1383,Mon,OKC,MEM,Regional,2015-11-16,2015,21500155,0,37,22.6,0.72,0.63,59.6,0.906286218886252,2,0,2,11,0,0,2,0,0,1,2,0,0,97,100.6,1550.401376,1558.196416,40163
1384,Mon,POR,SAS,Regional,2015-11-16,2015,21500156,0,35,89,1.14,0.94,124,1,2,2,0,11,0,4,1,0,0,1,5,0,0,96.4,99.9,1702.8258859999999,1510.262081,71374
1385,Mon,LAL,PHX,Regional,2015-11-16,2015,21500157,0,124,57,5.48,1.89,181,1,1,0,1,11,0,0,1,0,0,1,1,0,0,101.9,99.1,1490.990404,1286.1457289999998,94429
1386,Tue,MIL,WAS,NBA TV,2015-11-17,2015,21500158,175,15,39,0.9,2.48,229,0.5214187463155826,1,1,0,11,1,2,0,0,0,1,2,0,0,101.8,98.1,1505.204579,1422.9680720000001,36022
1387,Tue,ATL,BRK,Regional,2015-11-17,2015,21500159,0,54,34,2.41,7.35,88,0.3806677193773968,2,0,2,11,1,0,0,0,0,1,0,1,0,98.5,100.8,1437.441519,1549.557015,26863
1388,Tue,CLE,DET,Regional,2015-11-17,2015,21500160,0,275,56,1.5,1.85,331,0.8468779730609384,2,1,1,11,1,0,2,0,0,1,2,0,0,98.7,96.4,1478.098725,1628.9935130000001,66132
1389,Tue,MIN,MIA,Regional,2015-11-17,2015,21500161,0,33,137,1.74,1.7,170,1,2,2,0,11,1,1,1,0,0,1,2,0,0,97,99.4,1459.876382,1373.9048050000001,60150
1390,Tue,CHA,NYK,Regional,2015-11-17,2015,21500162,0,18.3,242,1.19,7.35,260.3,1,1,1,0,11,1,1,1,0,0,1,2,0,0,97.2,99,1335.653908,1439.551368,60198
1391,Tue,DEN,NOP,Regional,2015-11-17,2015,21500163,0,24,8.888888889,1.63,0.64,32.888888889,1,1,1,0,11,1,1,0,0,0,1,1,0,0,100.2,99.8,1478.1355369999999,1445.461303,20516
1392,Tue,TOR,GSW,NBA TV,2015-11-17,2015,21500164,586,0,287,2.86,2.49,873,1,5,3,2,11,1,2,2,0,0,1,4,0,0,103,96.2,1754.757007,1512.535833,117034
1393,Wed,BRK,CHA,Regional,2015-11-18,2015,21500165,0,61,22.5,7.35,1.19,83.5,0.4719295486711747,0,0,0,11,2,1,0,0,0,1,1,0,0,99,98.5,1446.017781,1430.435053,32664
1394,Wed,MIN,ORL,Regional,2015-11-18,2015,21500166,0,63,41,1.74,1.52,104,0.7030669638119494,0,0,0,11,2,0,1,0,0,1,1,0,0,100.1,99.4,1353.492843,1368.018072,40765
1395,Wed,IND,PHI,Regional,2015-11-18,2015,21500167,0,32,28,1.09,2.94,60,0.09012199921290832,1,0,1,11,2,0,1,0,0,1,1,0,0,101.7,100.2,1254.47451,1530.301559,30432
1396,Wed,DAL,BOS,Regional,2015-11-18,2015,21500168,0,74,107,2.71,2.42,181,0.8537371134020618,1,1,0,11,2,0,1,0,0,1,1,0,0,102.6,98.6,1507.759654,1538.764122,61380
1397,Wed,SAC,ATL,Regional,2015-11-18,2015,21500169,0,38,49,1.38,2.41,87,0.4415692358840805,3,2,1,11,2,0,1,0,0,1,1,0,0,100.8,103.7,1558.994138,1383.895986,37300
1398,Wed,POR,HOU,Regional,2015-11-18,2015,21500170,0,50,69,1.14,2.45,119,0.8949875380780947,1,1,0,11,2,1,1,0,0,1,2,0,0,101.8,99.9,1550.003679,1511.119103,70109
1399,Wed,NOP,OKC,ESPN,2015-11-18,2015,21500171,1402,4.2,35.7,0.64,0.72,1441.9,1,3,2,1,11,2,2,1,0,0,1,3,0,0,100.6,100.2,1573.594657,1486.442935,35405
1400,Wed,DEN,SAS,Regional,2015-11-18,2015,21500172,0,27,92,1.63,0.94,119,1,2,2,0,11,2,4,0,0,0,1,4,0,0,96.4,99.8,1705.9976920000001,1440.3252289999998,55639
1401,Wed,TOR,UTA,Regional,2015-11-18,2015,21500173,0,0,46.5,2.86,0.92,46.5,0.8824770227512431,2,0,2,11,2,0,2,0,0,1,2,0,0,95.4,96.2,1532.296607,1506.400136,50306
1402,Wed,CHI,PHX,ESPN,2015-11-18,2015,21500174,1507,119,43,3.46,1.89,1669,0.9248961506507892,2,0,2,11,2,0,3,0,0,1,3,0,0,101.9,100.1,1485.059101,1574.044903,80415
1403,Thu,SAC,MIA,Regional,2015-11-19,2015,21500175,0,22,114,1.38,1.7,136,1,3,2,1,11,3,1,1,0,0,1,2,0,0,97,103.7,1478.467131,1377.110915,48156
1404,Thu,MIL,CLE,TNT,2015-11-19,2015,21500176,1622,0,204,0.9,1.5,1826,1,1,1,0,11,3,2,0,0,0,1,2,0,0,96.4,98.1,1643.332052,1434.367253,69637
1405,Thu,GSW,LAC,TNT,2015-11-19,2015,21500177,2741,0,0,2.49,5.48,2741,1,4,1,3,11,3,2,2,0,0,1,4,0,0,99.4,103,1619.7015199999998,1757.45222,116970
1406,Fri,PHI,CHA,Regional,2015-11-20,2015,21500178,0,33,8.666666667000001,2.94,1.19,41.666666667,0.8793311317293075,0,0,0,11,4,1,0,0,0,1,1,0,0,99,101.7,1453.767503,1243.1877650000001,33252
1407,Fri,BRK,BOS,Regional,2015-11-20,2015,21500179,0,38,59,7.35,2.42,97,0.9717568728522336,1,1,0,11,4,0,0,0,0,1,0,0,0,102.6,98.5,1526.559109,1421.420765,38908
1408,Fri,HOU,MEM,Regional,2015-11-20,2015,21500180,0,44,15.3,2.45,0.63,59.3,0.9377449086594184,1,0,1,11,4,0,1,0,0,1,1,0,0,97,101.8,1560.9309449999998,1532.612748,56496
1409,Fri,DET,MIN,Regional,2015-11-20,2015,21500181,0,58,58,1.85,1.74,116,0.3892333126679066,1,0,1,11,4,1,0,0,0,1,1,0,0,99.4,98.7,1366.5246240000001,1484.888206,33170
1410,Fri,SAS,NOP,ESPN,2015-11-20,2015,21500182,1393,96,2,0.94,0.64,1491,0.9799608703385309,3,1,2,11,4,1,4,0,0,1,5,0,0,100.2,96.4,1515.34402,1689.010776,60900
1411,Fri,NYK,OKC,Regional,2015-11-20,2015,21500183,0,220,49.9,7.35,0.72,269.9,1,3,2,1,11,4,2,1,0,0,1,3,0,0,100.6,97.2,1566.532081,1334.415057,55488
1412,Fri,UTA,DAL,Regional,2015-11-20,2015,21500184,0,35.88888889,66,0.92,2.71,101.88888889,1,0,0,0,11,4,1,0,0,0,1,1,0,0,98.6,95.4,1547.567,1522.6942689999998,41785
1413,Fri,PHX,DEN,Regional,2015-11-20,2015,21500185,0,64,29,1.89,1.63,93,0.2805011746280345,0,0,0,11,4,0,0,0,0,1,0,0,0,99.8,101.9,1438.3470000000002,1492.288174,25025
1414,Fri,LAC,POR,Regional,2015-11-20,2015,21500186,0,67,81,5.48,1.14,148,1,1,0,1,11,4,1,2,0,0,1,3,0,0,99.9,99.4,1525.563141,1606.503143,58004
